go_term_id,go_name,n_genes,n_changed,n_up,n_down,n_same,pct_changed,pct_same,pct_up,pct_down
GO:0005762,mitochondrial large ribosomal subunit,47,11,11,0,36,0.23404255319148937,99.76595744680851,0.23404255319148937,0
GO:0005763,mitochondrial small ribosomal subunit,28,8,6,2,20,0.2857142857142857,99.71428571428571,0.21428571428571427,0.07142857142857142
GO:0005764,lysosome,236,18,8,10,218,0.07627118644067797,99.92372881355932,0.03389830508474576,0.0423728813559322
GO:0005765,lysosomal membrane,125,11,9,2,114,0.088,99.912,0.072,0.016
GO:0005768,endosome,293,19,13,6,274,0.06484641638225255,99.93515358361775,0.04436860068259386,0.020477815699658702
GO:0005769,early endosome,121,11,6,5,110,0.09090909090909091,99.9090909090909,0.049586776859504134,0.04132231404958678
GO:0005770,late endosome,63,2,1,1,61,0.031746031746031744,99.96825396825396,0.015873015873015872,0.015873015873015872
GO:0005771,multivesicular body,17,2,1,1,15,0.11764705882352941,99.88235294117646,0.058823529411764705,0.058823529411764705
GO:0005773,vacuole,12,4,2,2,8,0.3333333333333333,99.66666666666667,0.16666666666666666,0.16666666666666666
GO:0005774,vacuolar membrane,11,2,2,0,9,0.18181818181818182,99.81818181818181,0.18181818181818182,0
GO:0005776,autophagosome,28,2,1,1,26,0.07142857142857142,99.92857142857143,0.03571428571428571,0.03571428571428571
GO:0005777,peroxisome,125,11,6,5,114,0.088,99.912,0.048,0.04
GO:0005778,peroxisomal membrane,45,3,2,1,42,0.06666666666666667,99.93333333333334,0.044444444444444446,0.022222222222222223
GO:0005783,endoplasmic reticulum,984,149,127,22,835,0.15142276422764228,99.84857723577235,0.1290650406504065,0.022357723577235773
GO:0005786,"signal recognition particle, endoplasmic reticulum targeting",14,0,0,0,14,0,100,0,0
GO:0005788,endoplasmic reticulum lumen,59,17,17,0,42,0.288135593220339,99.71186440677967,0.288135593220339,0
GO:0005789,endoplasmic reticulum membrane,704,118,89,29,586,0.16761363636363635,99.83238636363636,0.12642045454545456,0.041193181818181816
GO:0005791,rough endoplasmic reticulum,12,3,2,1,9,0.25,99.75,0.16666666666666666,0.08333333333333333
GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,38,8,7,1,30,0.21052631578947367,99.78947368421052,0.18421052631578946,0.02631578947368421
GO:0005794,Golgi apparatus,783,70,59,11,713,0.08939974457215837,99.91060025542784,0.07535121328224777,0.0140485312899106
GO:0005795,Golgi stack,25,3,2,1,22,0.12,99.88,0.08,0.04
GO:0005798,Golgi-associated vesicle,15,0,0,0,15,0,100,0,0
GO:0005801,cis-Golgi network,16,0,0,0,16,0,100,0,0
GO:0005802,trans-Golgi network,106,15,7,8,91,0.14150943396226415,99.85849056603773,0.0660377358490566,0.07547169811320754
GO:0005811,lipid droplet,45,4,4,0,41,0.08888888888888889,99.91111111111111,0.08888888888888889,0
GO:0005813,centrosome,199,24,4,20,175,0.12060301507537688,99.87939698492463,0.020100502512562814,0.10050251256281408
GO:0005814,centriole,85,9,1,8,76,0.10588235294117647,99.89411764705882,0.011764705882352941,0.09411764705882353
GO:0005815,microtubule organizing center,90,10,3,7,80,0.1111111111111111,99.88888888888889,0.03333333333333333,0.07777777777777778
GO:0005819,spindle,78,17,1,16,61,0.21794871794871795,99.78205128205128,0.01282051282051282,0.20512820512820512
GO:0005829,cytosol,981,134,81,53,847,0.1365953109072375,99.86340468909276,0.08256880733944955,0.05402650356778797
GO:0005833,hemoglobin complex,19,7,5,2,12,0.3684210526315789,99.63157894736842,0.2631578947368421,0.10526315789473684
GO:0005834,heterotrimeric G-protein complex,62,9,6,3,53,0.14516129032258066,99.85483870967742,0.0967741935483871,0.04838709677419355
GO:0005839,proteasome core complex,51,4,4,0,47,0.0784313725490196,99.92156862745098,0.0784313725490196,0
GO:0005840,ribosome,375,32,26,6,343,0.08533333333333333,99.91466666666666,0.06933333333333333,0.016
GO:0005844,polysome,13,1,1,0,12,0.07692307692307693,99.92307692307692,0.07692307692307693,0
GO:0005847,mRNA cleavage and polyadenylation specificity factor complex,12,0,0,0,12,0,100,0,0
GO:0005852,eukaryotic translation initiation factor 3 complex,50,8,8,0,42,0.16,99.84,0.16,0
GO:0005856,cytoskeleton,894,72,18,54,822,0.08053691275167785,99.91946308724832,0.020134228187919462,0.06040268456375839
GO:0005861,troponin complex,52,7,5,2,45,0.1346153846153846,99.86538461538461,0.09615384615384616,0.038461538461538464
GO:0005868,cytoplasmic dynein complex,26,2,1,1,24,0.07692307692307693,99.92307692307692,0.038461538461538464,0.038461538461538464
GO:0005869,dynactin complex,14,1,1,0,13,0.07142857142857142,99.92857142857143,0.07142857142857142,0
GO:0005871,kinesin complex,56,9,0,9,47,0.16071428571428573,99.83928571428571,0,0.16071428571428573
GO:0005874,microtubule,350,46,0,46,304,0.13142857142857142,99.86857142857143,0,0.13142857142857142
GO:0005875,microtubule associated complex,13,2,0,2,11,0.15384615384615385,99.84615384615384,0,0.15384615384615385
GO:0005876,spindle microtubule,24,10,0,10,14,0.4166666666666667,99.58333333333333,0,0.4166666666666667
GO:0005881,cytoplasmic microtubule,24,3,1,2,21,0.125,99.875,0.041666666666666664,0.08333333333333333
GO:0005882,intermediate filament,115,16,4,12,99,0.1391304347826087,99.860869565217385,0.034782608695652174,0.10434782608695652
GO:0005884,actin filament,49,6,2,4,43,0.12244897959183673,99.87755102040816,0.04081632653061224,0.08163265306122448
GO:0005885,Arp2/3 protein complex,40,6,6,0,34,0.15,99.85,0.15,0
GO:0005886,plasma membrane,4116,371,187,184,3745,0.09013605442176871,99.90986394557824,0.04543245869776482,0.04470359572400389
GO:0005890,sodium:potassium-exchanging ATPase complex,15,3,3,0,12,0.2,99.8,0.2,0
GO:0005891,voltage-gated calcium channel complex,85,8,3,5,77,0.09411764705882353,99.90588235294118,0.03529411764705882,0.058823529411764705
GO:0005892,acetylcholine-gated channel complex,14,2,1,1,12,0.14285714285714285,99.85714285714286,0.07142857142857142,0.07142857142857142
GO:0005901,caveola,42,2,1,1,40,0.047619047619047616,99.95238095238095,0.023809523809523808,0.023809523809523808
GO:0005902,microvillus,31,1,1,0,30,0.03225806451612903,99.96774193548387,0.03225806451612903,0
GO:0005905,clathrin-coated pit,48,7,7,0,41,0.14583333333333334,99.85416666666667,0.14583333333333334,0
GO:0005911,cell-cell junction,65,1,1,0,64,0.015384615384615385,99.98461538461538,0.015384615384615385,0
GO:0005912,adherens junction,118,7,2,5,111,0.059322033898305086,99.94067796610169,0.01694915254237288,0.0423728813559322
GO:0005921,gap junction,52,5,4,1,47,0.09615384615384616,99.90384615384616,0.07692307692307693,0.019230769230769232
GO:0005922,connexin complex,98,8,3,5,90,0.08163265306122448,99.91836734693878,0.030612244897959183,0.05102040816326531
GO:0005923,bicellular tight junction,210,47,41,6,163,0.22380952380952382,99.77619047619048,0.19523809523809524,0.02857142857142857
GO:0005925,focal adhesion,89,9,4,5,80,0.10112359550561797,99.89887640449439,0.0449438202247191,0.056179775280898875
GO:0005929,cilium,215,15,8,7,200,0.06976744186046512,99.93023255813954,0.037209302325581395,0.03255813953488372
GO:0005930,axoneme,55,6,2,4,49,0.10909090909090909,99.89090909090909,0.03636363636363636,0.07272727272727272
GO:0005938,cell cortex,80,11,7,4,69,0.1375,99.8625,0.0875,0.05
GO:0005940,septin ring,15,4,2,2,11,0.26666666666666666,99.73333333333333,0.13333333333333333,0.13333333333333333
GO:0005942,phosphatidylinositol 3-kinase complex,26,3,2,1,23,0.11538461538461539,99.88461538461539,0.07692307692307693,0.038461538461538464
GO:0005952,cAMP-dependent protein kinase complex,12,0,0,0,12,0,100,0,0
GO:0005975,carbohydrate metabolic process,331,58,26,32,273,0.17522658610271905,99.82477341389728,0.07854984894259819,0.09667673716012085
GO:0005977,glycogen metabolic process,36,4,4,0,32,0.1111111111111111,99.88888888888889,0.1111111111111111,0
GO:0005978,glycogen biosynthetic process,32,1,0,1,31,0.03125,99.96875,0,0.03125
GO:0005979,regulation of glycogen biosynthetic process,11,1,0,1,10,0.09090909090909091,99.9090909090909,0,0.09090909090909091
GO:0005980,glycogen catabolic process,11,0,0,0,11,0,100,0,0
GO:0006000,fructose metabolic process,12,3,1,2,9,0.25,99.75,0.08333333333333333,0.16666666666666666
GO:0006002,fructose 6-phosphate metabolic process,17,4,1,3,13,0.23529411764705882,99.76470588235294,0.058823529411764705,0.17647058823529413
GO:0006003,"fructose 2,6-bisphosphate metabolic process",18,6,6,0,12,0.3333333333333333,99.66666666666667,0.3333333333333333,0
GO:0006004,fucose metabolic process,10,2,2,0,8,0.2,99.8,0.2,0
GO:0006006,glucose metabolic process,31,5,4,1,26,0.16129032258064516,99.83870967741936,0.12903225806451613,0.03225806451612903
GO:0006013,mannose metabolic process,21,5,1,4,16,0.23809523809523808,99.76190476190476,0.047619047619047616,0.19047619047619047
GO:0006044,N-acetylglucosamine metabolic process,14,1,1,0,13,0.07142857142857142,99.92857142857143,0.07142857142857142,0
GO:0006071,glycerol metabolic process,10,0,0,0,10,0,100,0,0
GO:0006072,glycerol-3-phosphate metabolic process,11,4,2,2,7,0.36363636363636365,99.63636363636364,0.18181818181818182,0.18181818181818182
GO:0006081,cellular aldehyde metabolic process,13,3,2,1,10,0.23076923076923078,99.76923076923077,0.15384615384615385,0.07692307692307693
GO:0006082,organic acid metabolic process,33,10,3,7,23,0.30303030303030304,99.6969696969697,0.09090909090909091,0.21212121212121213
GO:0006090,pyruvate metabolic process,12,0,0,0,12,0,100,0,0
GO:0006094,gluconeogenesis,65,6,6,0,59,0.09230769230769231,99.9076923076923,0.09230769230769231,0
GO:0006096,glycolytic process,179,33,18,15,146,0.18435754189944134,99.81564245810056,0.1005586592178771,0.08379888268156424
GO:0006098,pentose-phosphate shunt,19,4,4,0,15,0.21052631578947367,99.78947368421052,0.21052631578947367,0
GO:0006099,tricarboxylic acid cycle,71,3,2,1,68,0.04225352112676056,99.95774647887323,0.028169014084507043,0.014084507042253521
GO:0006108,malate metabolic process,15,0,0,0,15,0,100,0,0
GO:0006120,"mitochondrial electron transport, NADH to ubiquinone",27,1,0,1,26,0.037037037037037035,99.96296296296296,0,0.037037037037037035
GO:0006122,"mitochondrial electron transport, ubiquinol to cytochrome c",11,2,2,0,9,0.18181818181818182,99.81818181818181,0.18181818181818182,0
GO:0006123,"mitochondrial electron transport, cytochrome c to oxygen",11,2,0,2,9,0.18181818181818182,99.81818181818181,0,0.18181818181818182
GO:0006139,nucleobase-containing compound metabolic process,37,5,0,5,32,0.13513513513513514,99.86486486486487,0,0.13513513513513514
GO:0006144,purine nucleobase metabolic process,13,1,1,0,12,0.07692307692307693,99.92307692307692,0.07692307692307693,0
GO:0006164,purine nucleotide biosynthetic process,27,0,0,0,27,0,100,0,0
GO:0006165,nucleoside diphosphate phosphorylation,18,0,0,0,18,0,100,0,0
GO:0006166,purine ribonucleoside salvage,15,0,0,0,15,0,100,0,0
GO:0006171,cAMP biosynthetic process,46,0,0,0,46,0,100,0,0
GO:0006177,GMP biosynthetic process,14,0,0,0,14,0,100,0,0
GO:0006182,cGMP biosynthetic process,31,0,0,0,31,0,100,0,0
GO:0006183,GTP biosynthetic process,14,0,0,0,14,0,100,0,0
GO:0006189,'de novo' IMP biosynthetic process,17,0,0,0,17,0,100,0,0
GO:0006198,cAMP catabolic process,22,0,0,0,22,0,100,0,0
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,12,0,0,0,12,0,100,0,0
GO:0006211,5-methylcytosine catabolic process,12,0,0,0,12,0,100,0,0
GO:0006221,pyrimidine nucleotide biosynthetic process,12,3,3,0,9,0.25,99.75,0.25,0
GO:0006228,UTP biosynthetic process,11,0,0,0,11,0,100,0,0
GO:0006241,CTP biosynthetic process,15,3,3,0,12,0.2,99.8,0.2,0
GO:0006260,DNA replication,135,21,2,19,114,0.15555555555555556,99.84444444444445,0.014814814814814815,0.14074074074074075
GO:0006261,DNA-templated DNA replication,17,2,2,0,15,0.11764705882352941,99.88235294117646,0.11764705882352941,0
GO:0006265,DNA topological change,62,8,0,8,54,0.12903225806451613,99.87096774193549,0,0.12903225806451613
GO:0006270,DNA replication initiation,23,5,1,4,18,0.21739130434782608,99.78260869565217,0.043478260869565216,0.17391304347826086
GO:0006281,DNA repair,318,37,8,29,281,0.11635220125786164,99.88364779874213,0.025157232704402517,0.09119496855345911
GO:0006284,base-excision repair,25,2,0,2,23,0.08,99.92,0,0.08
GO:0006289,nucleotide-excision repair,36,4,2,2,32,0.1111111111111111,99.88888888888889,0.05555555555555555,0.05555555555555555
GO:0006298,mismatch repair,57,0,0,0,57,0,100,0,0
GO:0006302,double-strand break repair,43,5,2,3,38,0.11627906976744186,99.88372093023256,0.046511627906976744,0.06976744186046512
GO:0006303,double-strand break repair via nonhomologous end joining,23,0,0,0,23,0,100,0,0
GO:0006306,DNA methylation,20,0,0,0,20,0,100,0,0
GO:0006308,DNA catabolic process,10,2,2,0,8,0.2,99.8,0.2,0
GO:0006310,DNA recombination,64,10,1,9,54,0.15625,99.84375,0.015625,0.140625
GO:0006325,chromatin organization,171,15,3,12,156,0.08771929824561403,99.91228070175438,0.017543859649122806,0.07017543859649122
GO:0006334,nucleosome assembly,40,8,4,4,32,0.2,99.8,0.1,0.1
GO:0006338,chromatin remodeling,105,8,2,6,97,0.0761904761904762,99.92380952380952,0.01904761904761905,0.05714285714285714
GO:0006351,DNA-templated transcription,175,20,10,10,155,0.11428571428571428,99.88571428571429,0.05714285714285714,0.05714285714285714
GO:0006352,DNA-templated transcription initiation,24,0,0,0,24,0,100,0,0
GO:0006355,regulation of DNA-templated transcription,1939,120,65,55,1819,0.06188757091284167,99.93811242908716,0.033522434244455904,0.028365136668385766
GO:0006357,regulation of transcription by RNA polymerase II,1543,119,53,66,1424,0.07712248865845756,99.92287751134154,0.034348671419313026,0.04277381723914452
GO:0006360,transcription by RNA polymerase I,10,2,1,1,8,0.2,99.8,0.1,0.1
GO:0006363,termination of RNA polymerase I transcription,10,1,1,0,9,0.1,99.9,0.1,0
GO:0006364,rRNA processing,104,34,34,0,70,0.3269230769230769,99.67307692307692,0.3269230769230769,0
GO:0006366,transcription by RNA polymerase II,37,3,2,1,34,0.08108108108108109,99.91891891891892,0.05405405405405406,0.02702702702702703
GO:0006367,transcription initiation at RNA polymerase II promoter,38,0,0,0,38,0,100,0,0
GO:0006368,transcription elongation by RNA polymerase II promoter,24,1,1,0,23,0.041666666666666664,99.95833333333333,0.041666666666666664,0
GO:0006370,7-methylguanosine mRNA capping,20,0,0,0,20,0,100,0,0
GO:0006376,mRNA splice site selection,21,0,0,0,21,0,100,0,0
GO:0006378,mRNA polyadenylation,19,0,0,0,19,0,100,0,0
GO:0006383,transcription by RNA polymerase III,16,4,4,0,12,0.25,99.75,0.25,0
GO:0006388,"tRNA splicing, via endonucleolytic cleavage and ligation",17,0,0,0,17,0,100,0,0
GO:0006396,RNA processing,76,11,9,2,65,0.14473684210526316,99.85526315789474,0.11842105263157894,0.02631578947368421
GO:0006397,mRNA processing,223,14,6,8,209,0.06278026905829596,99.9372197309417,0.026905829596412557,0.03587443946188341
GO:0006400,tRNA modification,25,4,2,2,21,0.16,99.84,0.08,0.08
GO:0006401,RNA catabolic process,13,0,0,0,13,0,100,0,0
GO:0006402,mRNA catabolic process,16,0,0,0,16,0,100,0,0
GO:0006406,mRNA export from nucleus,29,0,0,0,29,0,100,0,0
GO:0006412,translation,422,43,35,8,379,0.1018957345971564,99.89810426540285,0.08293838862559241,0.018957345971563982
GO:0006413,translational initiation,133,5,5,0,128,0.03759398496240601,99.9624060150376,0.03759398496240601,0
GO:0006414,translational elongation,63,16,11,5,47,0.25396825396825395,99.74603174603175,0.1746031746031746,0.07936507936507936
GO:0006417,regulation of translation,68,4,3,1,64,0.058823529411764705,99.94117647058823,0.04411764705882353,0.014705882352941176
GO:0006418,tRNA aminoacylation for protein translation,81,12,12,0,69,0.14814814814814814,99.85185185185185,0.14814814814814814,0
GO:0006420,arginyl-tRNA aminoacylation,10,0,0,0,10,0,100,0,0
GO:0006457,protein folding,157,33,31,2,124,0.21019108280254778,99.78980891719745,0.19745222929936307,0.012738853503184714
GO:0006465,signal peptide processing,13,4,4,0,9,0.3076923076923077,99.6923076923077,0.3076923076923077,0
GO:0006468,protein phosphorylation,1857,179,82,97,1678,0.09639203015616586,99.90360796984383,0.04415724286483576,0.052234787291330104
GO:0006469,negative regulation of protein kinase activity,22,2,2,0,20,0.09090909090909091,99.9090909090909,0.09090909090909091,0
GO:0006470,protein dephosphorylation,203,18,9,9,185,0.08866995073891626,99.91133004926108,0.04433497536945813,0.04433497536945813
GO:0006482,protein demethylation,11,3,1,2,8,0.2727272727272727,99.72727272727273,0.09090909090909091,0.18181818181818182
GO:0006486,protein glycosylation,205,28,21,7,177,0.13658536585365855,99.86341463414634,0.1024390243902439,0.03414634146341464
GO:0006487,protein N-linked glycosylation,42,10,9,1,32,0.23809523809523808,99.76190476190476,0.21428571428571427,0.023809523809523808
GO:0006488,dolichol-linked oligosaccharide biosynthetic process,14,1,1,0,13,0.07142857142857142,99.92857142857143,0.07142857142857142,0
GO:0006491,N-glycan processing,18,1,1,0,17,0.05555555555555555,99.94444444444444,0.05555555555555555,0
GO:0006493,protein O-linked glycosylation,30,1,1,0,29,0.03333333333333333,99.96666666666667,0.03333333333333333,0
GO:0006506,GPI anchor biosynthetic process,81,9,9,0,72,0.1111111111111111,99.88888888888889,0.1111111111111111,0
GO:0006508,proteolysis,1191,186,82,104,1005,0.1561712846347607,99.84382871536523,0.0688497061293031,0.0873215785054576
GO:0006509,membrane protein ectodomain proteolysis,15,5,5,0,10,0.3333333333333333,99.66666666666667,0.3333333333333333,0
GO:0006511,ubiquitin-dependent protein catabolic process,231,15,7,8,216,0.06493506493506493,99.93506493506493,0.030303030303030304,0.03463203463203463
GO:0006513,protein monoubiquitination,16,1,1,0,15,0.0625,99.9375,0.0625,0
GO:0006515,protein quality control for misfolded or incompletely synthesized proteins,13,2,2,0,11,0.15384615384615385,99.84615384615384,0.15384615384615385,0
GO:0006516,glycoprotein catabolic process,15,2,1,1,13,0.13333333333333333,99.86666666666666,0.06666666666666667,0.06666666666666667
GO:0006518,peptide metabolic process,18,0,0,0,18,0,100,0,0
GO:0006520,amino acid metabolic process,33,3,2,1,30,0.09090909090909091,99.9090909090909,0.06060606060606061,0.030303030303030304
GO:0006541,glutamine metabolic process,32,5,5,0,27,0.15625,99.84375,0.15625,0
GO:0006542,glutamine biosynthetic process,11,0,0,0,11,0,100,0,0
GO:0006556,S-adenosylmethionine biosynthetic process,38,8,8,0,30,0.21052631578947367,99.78947368421052,0.21052631578947367,0
GO:0006559,L-phenylalanine catabolic process,24,1,1,0,23,0.041666666666666664,99.95833333333333,0.041666666666666664,0
GO:0006561,proline biosynthetic process,12,0,0,0,12,0,100,0,0
GO:0006574,valine catabolic process,10,5,0,5,5,0.5,99.5,0,0.5
GO:0006606,protein import into nucleus,69,4,1,3,65,0.057971014492753624,99.94202898550725,0.014492753623188406,0.043478260869565216
GO:0006611,protein export from nucleus,10,0,0,0,10,0,100,0,0
GO:0006612,protein targeting to membrane,31,1,0,1,30,0.03225806451612903,99.96774193548387,0,0.03225806451612903
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,22,2,2,0,20,0.09090909090909091,99.9090909090909,0.09090909090909091,0
GO:0006623,protein targeting to vacuole,20,0,0,0,20,0,100,0,0
GO:0006629,lipid metabolic process,391,56,36,20,335,0.1432225063938619,99.85677749360613,0.09207161125319693,0.05115089514066496
GO:0006631,fatty acid metabolic process,133,12,8,4,121,0.09022556390977443,99.90977443609023,0.06015037593984962,0.03007518796992481
GO:0006633,fatty acid biosynthetic process,70,16,13,3,54,0.22857142857142856,99.77142857142857,0.18571428571428572,0.04285714285714286
GO:0006635,fatty acid beta-oxidation,43,3,0,3,40,0.06976744186046512,99.93023255813954,0,0.06976744186046512
GO:0006636,unsaturated fatty acid biosynthetic process,16,4,4,0,12,0.25,99.75,0.25,0
GO:0006637,acyl-CoA metabolic process,21,4,1,3,17,0.19047619047619047,99.80952380952381,0.047619047619047616,0.14285714285714285
GO:0006644,phospholipid metabolic process,55,1,0,1,54,0.01818181818181818,99.98181818181818,0,0.01818181818181818
GO:0006646,phosphatidylethanolamine biosynthetic process,11,1,1,0,10,0.09090909090909091,99.9090909090909,0.09090909090909091,0
GO:0006659,phosphatidylserine biosynthetic process,10,0,0,0,10,0,100,0,0
GO:0006665,sphingolipid metabolic process,35,2,1,1,33,0.05714285714285714,99.94285714285714,0.02857142857142857,0.02857142857142857
GO:0006672,ceramide metabolic process,15,3,0,3,12,0.2,99.8,0,0.2
GO:0006693,prostaglandin metabolic process,10,2,2,0,8,0.2,99.8,0.2,0
GO:0006694,steroid biosynthetic process,35,17,16,1,18,0.4857142857142857,99.51428571428572,0.45714285714285713,0.02857142857142857
GO:0006695,cholesterol biosynthetic process,39,18,17,1,21,0.46153846153846156,99.53846153846153,0.4358974358974359,0.02564102564102564
GO:0006707,cholesterol catabolic process,11,1,0,1,10,0.09090909090909091,99.9090909090909,0,0.09090909090909091
GO:0006729,tetrahydrobiopterin biosynthetic process,13,3,3,0,10,0.23076923076923078,99.76923076923077,0.23076923076923078,0
GO:0006730,one-carbon metabolic process,42,9,7,2,33,0.21428571428571427,99.78571428571429,0.16666666666666666,0.047619047619047616
GO:0006744,ubiquinone biosynthetic process,51,4,4,0,47,0.0784313725490196,99.92156862745098,0.0784313725490196,0
GO:0006749,glutathione metabolic process,47,9,5,4,38,0.19148936170212766,99.80851063829788,0.10638297872340426,0.0851063829787234
GO:0006750,glutathione biosynthetic process,15,5,5,0,10,0.3333333333333333,99.66666666666667,0.3333333333333333,0
GO:0006751,glutathione catabolic process,12,4,4,0,8,0.3333333333333333,99.66666666666667,0.3333333333333333,0
GO:0006754,ATP biosynthetic process,16,1,1,0,15,0.0625,99.9375,0.0625,0
GO:0006777,Mo-molybdopterin cofactor biosynthetic process,23,0,0,0,23,0,100,0,0
GO:0006779,porphyrin-containing compound biosynthetic process,15,0,0,0,15,0,100,0,0
GO:0006782,protoporphyrinogen IX biosynthetic process,14,3,0,3,11,0.21428571428571427,99.78571428571429,0,0.21428571428571427
GO:0006783,heme biosynthetic process,38,7,0,7,31,0.18421052631578946,99.8157894736842,0,0.18421052631578946
GO:0006796,phosphate-containing compound metabolic process,10,0,0,0,10,0,100,0,0
GO:0006801,superoxide metabolic process,17,1,1,0,16,0.058823529411764705,99.94117647058823,0.058823529411764705,0
GO:0006805,xenobiotic metabolic process,44,12,5,7,32,0.2727272727272727,99.72727272727273,0.11363636363636363,0.1590909090909091
GO:0006807,nitrogen compound metabolic process,25,1,0,1,24,0.04,99.96,0,0.04
GO:0006809,nitric oxide biosynthetic process,10,4,4,0,6,0.4,99.6,0.4,0
GO:0006810,transport,33,4,3,1,29,0.12121212121212122,99.87878787878788,0.09090909090909091,0.030303030303030304
GO:0006811,ion transport,1067,74,33,41,993,0.06935332708528585,99.93064667291472,0.030927835051546393,0.038425492033739454
GO:0006812,cation transport,77,3,3,0,74,0.03896103896103896,99.96103896103897,0.03896103896103896,0
GO:0006813,potassium ion transport,377,11,5,6,366,0.029177718832891247,99.9708222811671,0.013262599469496022,0.015915119363395226
GO:0006814,sodium ion transport,155,13,8,5,142,0.08387096774193549,99.91612903225807,0.05161290322580645,0.03225806451612903
GO:0006816,calcium ion transport,147,22,7,15,125,0.14965986394557823,99.85034013605443,0.047619047619047616,0.10204081632653061
GO:0006817,phosphate ion transport,11,1,0,1,10,0.09090909090909091,99.9090909090909,0,0.09090909090909091
GO:0006820,anion transport,71,1,1,0,70,0.014084507042253521,99.98591549295774,0.014084507042253521,0
GO:0006821,chloride transport,88,10,4,6,78,0.11363636363636363,99.88636363636364,0.045454545454545456,0.06818181818181818
GO:0006826,iron ion transport,20,8,3,5,12,0.4,99.6,0.15,0.25
GO:0006829,zinc ion transport,40,5,2,3,35,0.125,99.875,0.05,0.075
GO:0006833,water transport,14,2,2,0,12,0.14285714285714285,99.85714285714286,0.14285714285714285,0
GO:0006836,neurotransmitter transport,30,4,0,4,26,0.13333333333333333,99.86666666666666,0,0.13333333333333333
GO:0006839,mitochondrial transport,11,1,1,0,10,0.09090909090909091,99.9090909090909,0.09090909090909091,0
GO:0006865,amino acid transport,33,2,2,0,31,0.06060606060606061,99.93939393939394,0.06060606060606061,0
GO:0006869,lipid transport,121,27,4,23,94,0.2231404958677686,99.77685950413223,0.03305785123966942,0.19008264462809918
GO:0006874,cellular calcium ion homeostasis,56,10,3,7,46,0.17857142857142858,99.82142857142857,0.05357142857142857,0.125
GO:0006879,cellular iron ion homeostasis,39,15,9,6,24,0.38461538461538464,99.61538461538461,0.23076923076923078,0.15384615384615385
GO:0006882,cellular zinc ion homeostasis,15,2,1,1,13,0.13333333333333333,99.86666666666666,0.06666666666666667,0.06666666666666667
GO:0006883,cellular sodium ion homeostasis,16,1,1,0,15,0.0625,99.9375,0.0625,0
GO:0006884,cell volume homeostasis,19,2,0,2,17,0.10526315789473684,99.89473684210526,0,0.10526315789473684
GO:0006885,regulation of pH,18,2,2,0,16,0.1111111111111111,99.88888888888889,0.1111111111111111,0
GO:0006886,intracellular protein transport,436,57,43,14,379,0.13073394495412843,99.86926605504587,0.09862385321100918,0.03211009174311927
GO:0006887,exocytosis,135,11,6,5,124,0.08148148148148149,99.91851851851852,0.044444444444444446,0.037037037037037035
GO:0006888,endoplasmic reticulum to Golgi vesicle-mediated transport,130,27,24,3,103,0.2076923076923077,99.79230769230769,0.18461538461538463,0.023076923076923078
GO:0006890,"retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum",42,7,6,1,35,0.16666666666666666,99.83333333333333,0.14285714285714285,0.023809523809523808
GO:0006891,intra-Golgi vesicle-mediated transport,25,0,0,0,25,0,100,0,0
GO:0006893,Golgi to plasma membrane transport,14,3,1,2,11,0.21428571428571427,99.78571428571429,0.07142857142857142,0.14285714285714285
GO:0006897,endocytosis,174,14,11,3,160,0.08045977011494253,99.91954022988506,0.06321839080459771,0.017241379310344827
GO:0006898,receptor-mediated endocytosis,26,3,3,0,23,0.11538461538461539,99.88461538461539,0.11538461538461539,0
GO:0006900,vesicle budding from membrane,12,1,1,0,11,0.08333333333333333,99.91666666666667,0.08333333333333333,0
GO:0006904,vesicle docking involved in exocytosis,48,2,1,1,46,0.041666666666666664,99.95833333333333,0.020833333333333332,0.020833333333333332
GO:0006906,vesicle fusion,43,7,5,2,36,0.16279069767441862,99.83720930232558,0.11627906976744186,0.046511627906976744
GO:0006909,phagocytosis,27,2,0,2,25,0.07407407407407407,99.92592592592592,0,0.07407407407407407
GO:0006913,nucleocytoplasmic transport,13,1,0,1,12,0.07692307692307693,99.92307692307692,0,0.07692307692307693
GO:0006914,autophagy,112,6,6,0,106,0.05357142857142857,99.94642857142857,0.05357142857142857,0
GO:0006915,apoptotic process,214,29,22,7,185,0.13551401869158877,99.8644859813084,0.102803738317757,0.03271028037383177
GO:0006919,activation of cysteine-type endopeptidase activity involved in apoptotic process,27,5,4,1,22,0.18518518518518517,99.81481481481481,0.14814814814814814,0.037037037037037035
GO:0006935,chemotaxis,51,10,8,2,41,0.19607843137254902,99.80392156862744,0.1568627450980392,0.0392156862745098
GO:0006936,muscle contraction,52,7,3,4,45,0.1346153846153846,99.86538461538461,0.057692307692307696,0.07692307692307693
GO:0006937,regulation of muscle contraction,17,3,1,2,14,0.17647058823529413,99.82352941176471,0.058823529411764705,0.11764705882352941
GO:0006952,defense response,22,8,4,4,14,0.36363636363636365,99.63636363636364,0.18181818181818182,0.18181818181818182
GO:0006954,inflammatory response,109,26,21,5,83,0.23853211009174313,99.76146788990826,0.1926605504587156,0.045871559633027525
